Address,Crawl Depth,Content,Status Code,Status,Title 1,Title 1 Length,Title 1 Pixel Width,Meta Description 1,Meta Description 1 Length,Meta Description 1 Pixel Width,Meta Keyword 1,Meta Keywords 1 Length,H1-1,H1-1 length,H1-2,H1-2 length,H2-1,H2-1 length,H2-2,H2-2 length,Meta Robots 1,Meta Refresh 1,Canonical Link Element 1,Size,Word Count,Text Ratio,Inlinks,Unique Inlinks,% of Total,Outlinks,Unique Outlinks,External Outlinks,Unique External Outlinks,Response Time,Last Modified,Redirect URI,Redirect Type,URL Encoded Address
https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/,2,text/html;charset=UTF-8,200,OK,Student Handbook - Current Students - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,115,964,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Program Competencies 2016-17,28,Student Handbook,16,,0,,0,,,https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/index.html,37941,544,10.393547,15,10,2.24,153,123,23,20,1.111,,,,https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/
https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/index.html,3,text/html;charset=UTF-8,200,OK,Student Handbook - Current Students - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,115,964,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Program Competencies 2016-17,28,Student Handbook,16,,0,,0,,,https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/index.html,37961,544,10.38807,1,1,0.22,153,124,23,20,0.669,,,,https://www.jhsph.edu/departments/mental-health/current-students/student-handbook/index.html
https://www.jhsph.edu/departments/mental-health/current-students/student-resources/,2,text/html;charset=UTF-8,200,OK,Student Resources - Current Students - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,116,968,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Student Resources,17,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/index.html,36825,460,9.160534,16,10,2.24,148,116,24,21,1.145,,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/
https://www.jhsph.edu/departments/mental-health/current-students/student-resources/available-datasets.html,3,text/html;charset=UTF-8,200,OK,Available Datasets-Student Resources-Current Students-Mental Health-Departments-Johns Hopkins Bloomberg School of Public Health,127,1083,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,,0,,0,Data Available from Faculty in the Department of Mental Health,62,Study: SEED (Study to Explore Early Development),48,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/available-datasets.html,51324,1156,17.311665,4,3,0.67,146,116,23,20,0.731,,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/available-datasets.html
https://www.jhsph.edu/departments/mental-health/current-students/student-resources/index.html,3,text/html;charset=UTF-8,200,OK,Student Resources - Current Students - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,116,968,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Student Resources,17,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/index.html,36845,460,9.1555605,1,1,0.22,148,117,24,21,0.767,,,,https://www.jhsph.edu/departments/mental-health/current-students/student-resources/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALUMNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/alumni/,1,text/html;charset=UTF-8,200,OK,Alumni - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,86,718,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Alumni,6,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/alumni/index.html,41052,659,11.4901085,145,142,31.84,153,118,23,20,1.269,,,,https://www.jhsph.edu/departments/mental-health/alumni/
https://www.jhsph.edu/departments/mental-health/alumni/index.html,2,text/html;charset=UTF-8,200,OK,Alumni - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,86,718,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Alumni,6,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/alumni/index.html,41072,659,11.484512,1,1,0.22,153,119,23,20,0.822,,,,https://www.jhsph.edu/departments/mental-health/alumni/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEPARTMENT NEWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/department-news/,1,text/html;charset=UTF-8,200,OK,Department News - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,95,807,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Department News,15,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/department-news/index.html,85274,3467,26.852983,145,142,31.84,149,117,88,81,0.968,,,,https://www.jhsph.edu/departments/mental-health/department-news/
https://www.jhsph.edu/departments/mental-health/department-news/index.html,2,text/html;charset=UTF-8,200,OK,Department News - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,95,807,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Department News,15,,0,,0,,0,,,https://www.jhsph.edu/departments/mental-health/department-news/index.html,85294,3467,26.846678,1,1,0.22,149,118,88,81,0.72,,,,https://www.jhsph.edu/departments/mental-health/department-news/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPCOMING EVENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/upcoming-events/,1,text/html;charset=UTF-8,200,OK,Upcoming Events - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,95,804,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,,0,,0,DMH Wednesday Noon Seminar Series 2017-18,41,,0,,,https://www.jhsph.edu/departments/mental-health/upcoming-events/index.html,56783,1356,16.962854,147,142,31.84,168,139,23,20,0.76,,,,https://www.jhsph.edu/departments/mental-health/upcoming-events/
https://www.jhsph.edu/departments/mental-health/upcoming-events/index.html,1,text/html;charset=UTF-8,200,OK,Upcoming Events - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,95,804,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,,0,,0,DMH Wednesday Noon Seminar Series 2017-18,41,,0,,,https://www.jhsph.edu/departments/mental-health/upcoming-events/index.html,56803,1356,16.956882,3,3,0.67,168,140,23,20,1.471,,,,https://www.jhsph.edu/departments/mental-health/upcoming-events/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CONTACT US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/contact-us/,1,text/html;charset=UTF-8,200,OK,Contact Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,90,752,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Contact Us,10,,0,DEPARTMENT OF MENTAL HEALTH,27,,0,,,https://www.jhsph.edu/departments/mental-health/contact-us/index.html,35475,479,9.923599,145,142,31.84,140,111,23,20,0.965,,,,https://www.jhsph.edu/departments/mental-health/contact-us/
https://www.jhsph.edu/departments/mental-health/contact-us/index.html,2,text/html;charset=UTF-8,200,OK,Contact Us - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,90,752,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Contact Us,10,,0,DEPARTMENT OF MENTAL HEALTH,27,,0,,,https://www.jhsph.edu/departments/mental-health/contact-us/index.html,35495,479,9.918007,1,1,0.22,140,112,23,20,0.694,,,,https://www.jhsph.edu/departments/mental-health/contact-us/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RELATED LINKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/related-links/,1,text/html;charset=UTF-8,200,OK,Related Links - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,93,772,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Related Links,13,,0,Government,10,Foundations & Centers,21,,,https://www.jhsph.edu/departments/mental-health/related-links/index.html,66363,2854,30.887827,151,142,31.84,146,111,100,97,0.722,,,,https://www.jhsph.edu/departments/mental-health/related-links/
https://www.jhsph.edu/departments/mental-health/related-links/index.html,2,text/html;charset=UTF-8,200,OK,Related Links - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,93,772,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,Related Links,13,,0,Government,10,Foundations & Centers,21,,,https://www.jhsph.edu/departments/mental-health/related-links/index.html,66383,2854,30.878521,7,1,0.22,146,112,100,97,0.705,,,,https://www.jhsph.edu/departments/mental-health/related-links/index.html
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBERT HUMPHREY FELLOWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/,1,text/html;charset=UTF-8,200,OK,Hubert H. Humphrey Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,106,894,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,,0,,0,Hubert H. Humphrey Fellowship Program in Drug Abuse and Public Health ,70,,0,,,https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/index.html,36679,706,13.717792,9,4,0.9,140,112,23,20,0.981,,,,https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/
https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/index.html,2,text/html;charset=UTF-8,200,OK,Hubert H. Humphrey Fellows - Mental Health - Departments - Johns Hopkins Bloomberg School of Public Health,106,894,,0,0,"bloomberg school of public health, school of public health, johns hopkins, departments, academics, research, centers, admissions, preparedness, infectious diseases,Johns Hopkins University,Johns Hopkins Bloomberg School of Public Health,academic departments,Biochemistry and Molecular Biology,Health Policy and Management,Biostatistics,International Health,Environmental Health Sciences,Mental Health,Epidemiology,Molecular Microbiology and Immunology,Health, Behavior & Society,Population,Family and Reproductive Health,Population and family health sciences",558,,0,,0,Hubert H. Humphrey Fellowship Program in Drug Abuse and Public Health ,70,,0,,,https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/index.html,36699,706,13.710314,1,1,0.22,140,113,23,20,0.751,,,,https://www.jhsph.edu/departments/mental-health/_archive/hubert-h-humphrey-fellows/index.html
